NASDAQ:CHW,CHW,Calamos Global Dynamic Income Fund Common Stock
NASDAQ:CHWA,CHWA,CHW Acquisition Corporation Ordinary Share
NASDAQ:CHWAU,CHWAU,CHW Acquisition Corporation Unit
NASDAQ:CHWAW,CHWAW,CHW Acquisition Corporation Warrant
NASDAQ:CHWY,CHWY,Chewy Inc. Class A Common Stock
NASDAQ:CHX,CHX,ChampionX Corporation Common Stock
NASDAQ:CHY,CHY,Calamos Convertible and High Income Fund Common Stock
NASDAQ:CI,CI,Cigna Corporation Common Stock
NASDAQ:CIA,CIA,Citizens Inc. Class A Common Stock ($1.00 Par)
NASDAQ:CIB,CIB,BanColombia S.A. Common Stock
NASDAQ:CIDM,CIDM,Cinedigm Corp. Class A Common Stock
NASDAQ:CIEN,CIEN,Ciena Corporation Common Stock
NASDAQ:CIF,CIF,MFS Intermediate High Income Fund Common Stock
NASDAQ:CIFR,CIFR,Cipher Mining Inc. Common Stock
NASDAQ:CIFRW,CIFRW,Cipher Mining Inc. Warrant
NASDAQ:CIG,CIG,Comp En De Mn Cemig ADS American Depositary Shares
NASDAQ:CIGI,CIGI,Colliers International Group Inc. Subordinate Voting Shares
NASDAQ:CIH,CIH,China Index Holdings Limited American Depository Shares
NASDAQ:CII,CII,Blackrock Capital and Income Fund Inc.
NASDAQ:CIIGU,CIIGU,CIIG Capital Partners II Inc. Unit
NASDAQ:CIK,CIK,Credit Suisse Asset Management Income Fund Inc. Common Stock
NASDAQ:CIM,CIM,Chimera Investment Corporation Common Stock
NASDAQ:CIM^A,CIM^A,Chimera Investment Corporation 8.00% Series A Cumulative Redeemable Preferred Stock
NASDAQ:CIM^B,CIM^B,Chimera Investment Corporation 8.00% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock
NASDAQ:CIM^C,CIM^C,Chimera Investment Corporation 7.75% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock
NASDAQ:CIM^D,CIM^D,Chimera Investment Corporation 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock
NASDAQ:CINF,CINF,Cincinnati Financial Corporation Common Stock
NASDAQ:CINR,CINR,Ciner Resources LP Common Units representing Limited Partner Interests
NASDAQ:CIO,CIO,City Office REIT Inc. Common Stock
NASDAQ:CIO^A,CIO^A,City Office REIT Inc. 6.625% Series A Cumulative Redeemable Preferred Stock
NASDAQ:CION,CION,CION Investment Corporation Common Stock
NASDAQ:CIR,CIR,CIRCOR International Inc. Common Stock
NASDAQ:CIT,CIT,CIT Group Inc (DEL) Common Stock
NASDAQ:CIT^B,CIT^B,CIT Group Inc (DEL) 5.625 % Non-Cumulative Perpetual Preferred Stock Series B
NASDAQ:CIVB,CIVB,Civista Bancshares Inc. Common Stock
NASDAQ:CIX,CIX,CompX International Inc. Common Stock
NASDAQ:CIXX,CIXX,CI Financial Corp. Common Shares
NASDAQ:CIZN,CIZN,Citizens Holding Company Common Stock
NASDAQ:CJJD,CJJD,China Jo-Jo Drugstores Inc. (Cayman Islands) Ordinary Shares
NASDAQ:CKPT,CKPT,Checkpoint Therapeutics Inc. Common Stock
NASDAQ:CKX,CKX,CKX Lands Inc. Common Stock
NASDAQ:CL,CL,Colgate-Palmolive Company Common Stock
NASDAQ:CLAA,CLAA,Colonnade Acquisition Corp. II Class A Ordinary Shares
NASDAQ:CLAQ,CLAQ,CleanTech Acquisition Corp. Common stock
NASDAQ:CLAQR,CLAQR,CleanTech Acquisition Corp. Rights
NASDAQ:CLAQU,CLAQU,CleanTech Acquisition Corp. Units
NASDAQ:CLAQW,CLAQW,CleanTech Acquisition Corp. Warrant
NASDAQ:CLAR,CLAR,Clarus Corporation Common Stock
NASDAQ:CLAS,CLAS,Class Acceleration Corp. Class A Common Stock
NASDAQ:CLAY,CLAY,Chavant Capital Acquisition Corp. Ordinary Shares
NASDAQ:CLB,CLB,Core Laboratories N.V. Common Stock
NASDAQ:CLBK,CLBK,Columbia Financial Inc. Common Stock
NASDAQ:CLBR,CLBR,Colombier Acquisition Corp. Class A Common Stock
NASDAQ:CLBS,CLBS,Caladrius Biosciences Inc. Common Stock
NASDAQ:CLBT,CLBT,Cellebrite DI Ltd. Ordinary Shares
NASDAQ:CLBTW,CLBTW,Cellebrite DI Ltd. Warrants
NASDAQ:CLDB,CLDB,Cortland Bancorp Common Stock
NASDAQ:CLDT,CLDT,Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest
NASDAQ:CLDT^A,CLDT^A,Chatham Lodging Trust (REIT) 6.625% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest
NASDAQ:CLDX,CLDX,Celldex Therapeutics Inc.
NASDAQ:CLEU,CLEU,China Liberal Education Holdings Limited Ordinary Shares
NASDAQ:CLF,CLF,Cleveland-Cliffs Inc. Common Stock
NASDAQ:CLFD,CLFD,Clearfield Inc. Common Stock
NASDAQ:CLGN,CLGN,CollPlant Biotechnologies Ltd Ordinary Shares
NASDAQ:CLH,CLH,Clean Harbors Inc. Common Stock
NASDAQ:CLI,CLI,Mack-Cali Realty Corporation Common Stock
NASDAQ:CLIM,CLIM,Climate Real Impact Solutions II Acquisition Corporation Class A Common Stock
NASDAQ:CLIR,CLIR,ClearSign Technologies Corporation Common Stock
NASDAQ:CLLS,CLLS,Cellectis S.A. American Depositary Shares
NASDAQ:CLM,CLM,Cornerstone Strategic Value Fund Inc. New Common Stock
NASDAQ:CLMT,CLMT,Calumet Specialty Products Partners L.P. Common Units
NASDAQ:CLNE,CLNE,Clean Energy Fuels Corp. Common Stock
NASDAQ:CLNN,CLNN,Clene Inc. Common Stock
NASDAQ:CLNNW,CLNNW,Clene Inc. Warrant
NASDAQ:CLOE,CLOE,Clover Leaf Capital Corp. Class A Common Stock
NASDAQ:CLOER,CLOER,Clover Leaf Capital Corp. Rights
NASDAQ:CLOEU,CLOEU,Clover Leaf Capital Corp. Unit
NASDAQ:CLOV,CLOV,Clover Health Investments Corp. Class A Common Stock
NASDAQ:CLPR,CLPR,Clipper Realty Inc. Common Stock
NASDAQ:CLPS,CLPS,CLPS Incorporation Common Stock
NASDAQ:CLPT,CLPT,ClearPoint Neuro Inc. Common Stock
NASDAQ:CLR,CLR,Continental Resources Inc. Common Stock
NASDAQ:CLRB,CLRB,Cellectar Biosciences Inc. Common Stock
NASDAQ:CLRM,CLRM,Clarim Acquisition Corp. Class A Common Stock
NASDAQ:CLRMW,CLRMW,Clarim Acquisition Corp. Warrant
NASDAQ:CLRO,CLRO,ClearOne Inc. (DE) Common Stock
NASDAQ:CLS,CLS,Celestica Inc. Common Stock
NASDAQ:CLSD,CLSD,Clearside Biomedical Inc. Common Stock
NASDAQ:CLSK,CLSK,CleanSpark Inc. Common Stock
NASDAQ:CLSN,CLSN,Celsion Corporation Common Stock
NASDAQ:CLVR,CLVR,Clever Leaves Holdings Inc. Common Shares
NASDAQ:CLVRW,CLVRW,Clever Leaves Holdings Inc. Warrant
NASDAQ:CLVS,CLVS,Clovis Oncology Inc. Common Stock
NASDAQ:CLVT,CLVT,Clarivate Plc Ordinary Shares
NASDAQ:CLVT^A,CLVT^A,Clarivate Plc 5.25% Series A Mandatory Convertible Preferred Shares
NASDAQ:CLW,CLW,Clearwater Paper Corporation Common Stock
NASDAQ:CLWT,CLWT,Euro Tech Holdings Company Limited Common Stock
NASDAQ:CLX,CLX,Clorox Company (The) Common Stock
NASDAQ:CLXT,CLXT,Calyxt Inc. Common Stock
NASDAQ:CM,CM,Canadian Imperial Bank of Commerce Common Stock
NASDAQ:CMA,CMA,Comerica Incorporated Common Stock
NASDAQ:CMAX,CMAX,CareMax Inc. Class A Common Stock
NASDAQ:CMAXW,CMAXW,CareMax Inc. Warrant
NASDAQ:CMBM,CMBM,Cambium Networks Corporation Ordinary Shares
NASDAQ:CMC,CMC,Commercial Metals Company Common Stock
NASDAQ:CMCL,CMCL,Caledonia Mining Corporation Plc Common Shares
NASDAQ:CMCM,CMCM,Cheetah Mobile Inc. American Depositary Shares each representing 10 Class Ordinary Shares
NASDAQ:CMCO,CMCO,Columbus McKinnon Corporation Common Stock
NASDAQ:CMCSA,CMCSA,Comcast Corporation Class A Common Stock
NASDAQ:CMCT,CMCT,CIM Commercial Trust Corporation Common stock
NASDAQ:CME,CME,CME Group Inc. Class A Common Stock
NASDAQ:CMG,CMG,Chipotle Mexican Grill Inc. Common Stock
NASDAQ:CMI,CMI,Cummins Inc. Common Stock
NASDAQ:CMLS,CMLS,Cumulus Media Inc. Class A Common Stock
NASDAQ:CMLT,CMLT,CM Life Sciences III Inc. Class A Common Stock
NASDAQ:CMLTU,CMLTU,CM Life Sciences III Inc. Unit
NASDAQ:CMLTW,CMLTW,CM Life Sciences III Inc. Warrant
NASDAQ:CMMB,CMMB,Chemomab Therapeutics Ltd. American Depositary Share
NASDAQ:CMP,CMP,Compass Minerals Intl Inc Common Stock
NASDAQ:CMPI,CMPI,Checkmate Pharmaceuticals Inc. Common Stock
NASDAQ:CMPR,CMPR,Cimpress plc Ordinary Shares (Ireland)
NASDAQ:CMPS,CMPS,COMPASS Pathways Plc American Depository Shares
NASDAQ:CMPX,CMPX,Compass Therapeutics Inc.
NASDAQ:CMRE,CMRE,Costamare Inc. Common Stock $0.0001 par value
NASDAQ:CMRE^B,CMRE^B,Costamare Inc. Perpetual Preferred Stock Series B (Marshall Islands)
NASDAQ:CMRE^C,CMRE^C,Costamare Inc. Perpetual Preferred Series C (Marshall Islands)
NASDAQ:CMRE^D,CMRE^D,Costamare Inc. 8.75% Series D Cumulative Redeemable Perpetual Preferred Stock
NASDAQ:CMRE^E,CMRE^E,Costamare Inc. 8.875% Series E Cumulative Redeemable Perpetual Preferred Stock par value $0.0001
NASDAQ:CMRX,CMRX,Chimerix Inc. Common Stock
NASDAQ:CMS,CMS,CMS Energy Corporation Common Stock
NASDAQ:CMS^B,CMS^B,CMS Energy Corporation Preferred Stock
NASDAQ:CMS^C,CMS^C,CMS Energy Corporation Depositary Shares each representing a 1/1000th interest in a share of 4.200% Cumulative Redeemable Perpetual Preferred Stock Series C
NASDAQ:CMSA,CMSA,CMS Energy Corporation 5.625% Junior Subordinated Notes due 2078
NASDAQ:CMSC,CMSC,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2078
NASDAQ:CMSD,CMSD,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2079
NASDAQ:CMT,CMT,Core Molding Technologies Inc Common Stock
NASDAQ:CMTL,CMTL,Comtech Telecommunications Corp. Common Stock
NASDAQ:CMU,CMU,MFS Municipal Income Trust Common Stock
NASDAQ:CNA,CNA,CNA Financial Corporation Common Stock
NASDAQ:CNBKA,CNBKA,Century Bancorp Inc. Class A Common Stock
NASDAQ:CNC,CNC,Centene Corporation Common Stock
NASDAQ:CNCE,CNCE,Concert Pharmaceuticals Inc. Common Stock
NASDAQ:CND,CND,Concord Acquisition Corp. Class A Common Stock
NASDAQ:CNDT,CNDT,Conduent Incorporated Common Stock
NASDAQ:CNET,CNET,ZW Data Action Technologies Inc. Common Stock
NASDAQ:CNEY,CNEY,CN Energy Group Inc. Ordinary Shares
NASDAQ:CNF,CNF,CNFinance Holdings Limited American Depositary Shares each representing twenty (20) Ordinary Shares
NASDAQ:CNFR,CNFR,Conifer Holdings Inc. Common Stock
NASDAQ:CNFRL,CNFRL,Conifer Holdings Inc. 6.75% Senior Unsecured Notes due 2023
NASDAQ:CNHI,CNHI,CNH Industrial N.V. Common Shares
NASDAQ:CNI,CNI,Canadian National Railway Company Common Stock
NASDAQ:CNK,CNK,Cinemark Holdings Inc Cinemark Holdings Inc. Common Stock
NASDAQ:CNM,CNM,Core & Main Inc. Class A Common Stock
NASDAQ:CNMD,CNMD,CONMED Corporation Common Stock
NASDAQ:CNNB,CNNB,Cincinnati Bancorp Inc. Common Stock
NASDAQ:CNNE,CNNE,Cannae Holdings Inc. Common Stock
NASDAQ:CNO,CNO,CNO Financial Group Inc. Common Stock
NASDAQ:CNO^A,CNO^A,CNO Financial Group Inc. 5.125% Subordinated Debentures due 2060
NASDAQ:CNOB,CNOB,ConnectOne Bancorp Inc. Common Stock
NASDAQ:CNOBP,CNOBP,ConnectOne Bancorp Inc. Depositary Shares each representing a 1/40th interest in a share of 5.25% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A
NASDAQ:CNP,CNP,CenterPoint Energy Inc (Holding Co) Common Stock
NASDAQ:CNQ,CNQ,Canadian Natural Resources Limited Common Stock
NASDAQ:CNR,CNR,Cornerstone Building Brands Inc. Common Stock
NASDAQ:CNS,CNS,Cohen & Steers Inc Common Stock
NASDAQ:CNSL,CNSL,Consolidated Communications Holdings Inc. Common Stock
NASDAQ:CNSP,CNSP,CNS Pharmaceuticals Inc. Common Stock
NASDAQ:CNTA,CNTA,Centessa Pharmaceuticals plc American Depositary Shares
NASDAQ:CNTB,CNTB,Connect Biopharma Holdings Limited American Depositary Shares
NASDAQ:CNTG,CNTG,Centogene N.V. Common Shares
NASDAQ:CNTQ,CNTQ,Chardan NexTech Acquisition 2 Corp. Class A Common Stock
NASDAQ:CNTQU,CNTQU,Chardan NexTech Acquisition 2 Corp. Unit
NASDAQ:CNTQW,CNTQW,Chardan NexTech Acquisition 2 Corp. Warrant
NASDAQ:CNTY,CNTY,Century Casinos Inc. Common Stock
NASDAQ:CNVY,CNVY,Convey Holding Parent Inc. Common Stock
NASDAQ:CNX,CNX,CNX Resources Corporation Common Stock
NASDAQ:CNXC,CNXC,Concentrix Corporation Common Stock
NASDAQ:CNXN,CNXN,PC Connection Inc. Common Stock
NASDAQ:CO,CO,Global Cord Blood Corporation Common Stock
NASDAQ:COCP,COCP,Cocrystal Pharma Inc. Common Stock
NASDAQ:CODA,CODA,Coda Octopus Group Inc. Common stock
NASDAQ:CODI,CODI,D/B/A Compass Diversified Holdings Shares of Beneficial Interest
NASDAQ:CODI^A,CODI^A,Compass Diversified Holdings 7.250% Series A Preferred Shares representing beneficial interest in Compass Diversified Holdings
NASDAQ:CODI^B,CODI^B,Compass Diversified Holdings 7.875% Series B Fixed-to-Floating Rate Cumulative Preferred Shares representing beneficial interests in Compass Diversified Holdings
NASDAQ:CODI^C,CODI^C,Compass Diversified Holdings 7.875% Series C Cumulative Preferred Shares
NASDAQ:CODX,CODX,Co-Diagnostics Inc. Common Stock
NASDAQ:COE,COE,China Online Education Group American depositary shares each representing 15 Class A ordinary shares
NASDAQ:COF,COF,Capital One Financial Corporation Common Stock
NASDAQ:COF^G,COF^G,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series G
NASDAQ:COF^H,COF^H,Capital One Financial Corporation Depositary Shares Each Representing 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series H
NASDAQ:COF^I,COF^I,Capital One Financial Corporation Depositary shares each representing a 1/40th interest in a share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series I of the Issuer
NASDAQ:COF^J,COF^J,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non- Cumulative Perpetual Preferred Stock Series J
NASDAQ:COF^K,COF^K,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series K
NASDAQ:COF^L,COF^L,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series L
NASDAQ:COF^N,COF^N,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series N
NASDAQ:COFS,COFS,ChoiceOne Financial Services Inc. Common Stock
NASDAQ:COGT,COGT,Cogent Biosciences Inc. Common Stock
NASDAQ:COHN,COHN,Cohen & Company Inc.
NASDAQ:COHR,COHR,Coherent Inc. Common Stock
NASDAQ:COHU,COHU,Cohu Inc. Common Stock
NASDAQ:COIN,COIN,Coinbase Global Inc. Class A Common Stock
NASDAQ:COKE,COKE,Coca-Cola Consolidated Inc. Common Stock
NASDAQ:COLB,COLB,Columbia Banking System Inc. Common Stock
NASDAQ:COLD,COLD,Americold Realty Trust Common Shares
NASDAQ:COLI,COLI,Colicity Inc. Class A Common Stock
NASDAQ:COLIU,COLIU,Colicity Inc. Units
NASDAQ:COLIW,COLIW,Colicity Inc. Warrant
NASDAQ:COLL,COLL,Collegium Pharmaceutical Inc. Common Stock
NASDAQ:COLM,COLM,Columbia Sportswear Company Common Stock
NASDAQ:COMM,COMM,CommScope Holding Company Inc. Common Stock
NASDAQ:COMP,COMP,Compass Inc. Class A Common Stock
NASDAQ:COMS,COMS,ComSovereign Holding Corp. Common Stock
NASDAQ:COMSW,COMSW,ComSovereign Holding Corp. Warrants
NASDAQ:CONE,CONE,CyrusOne Inc Common Stock
NASDAQ:CONN,CONN,Conn's Inc. Common Stock
NASDAQ:CONX,CONX,CONX Corp. Class A Common Stock
NASDAQ:CONXU,CONXU,CONX Corp. Unit
NASDAQ:CONXW,CONXW,CONX Corp. Warrant
NASDAQ:COO,COO,The Cooper Companies Inc. Common Stock
NASDAQ:COOK,COOK,Traeger Inc. Common Stock
NASDAQ:COOL,COOL,Corner Growth Acquisition Corp. Class A Ordinary Shares
NASDAQ:COOLU,COOLU,Corner Growth Acquisition Corp. Unit
NASDAQ:COOLW,COOLW,Corner Growth Acquisition Corp. Warrant
NASDAQ:COOP,COOP,Mr. Cooper Group Inc. Common Stock
NASDAQ:COP,COP,ConocoPhillips Common Stock
NASDAQ:COR,COR,CoreSite Realty Corporation Common Stock
NASDAQ:CORR,CORR,CorEnergy Infrastructure Trust Inc. Common Stock
NASDAQ:CORR^A,CORR^A,CorEnergy Infrastructure Trust Inc. Depositary Shares each representing a 1/100th fractional interest of a share of 7.375% Series A Cumulative Redeemable Preferred Stock
NASDAQ:CORS,CORS,Corsair Partnering Corporation Class A Ordinary Shares
NASDAQ:CORT,CORT,Corcept Therapeutics Incorporated Common Stock
NASDAQ:COST,COST,Costco Wholesale Corporation Common Stock
NASDAQ:COTY,COTY,Coty Inc. Class A Common Stock
NASDAQ:COUP,COUP,Coupa Software Incorporated Common Stock
NASDAQ:COUR,COUR,Coursera Inc. Common Stock
NASDAQ:COVA,COVA,COVA Acquisition Corp. Class A Ordinary Share
NASDAQ:COVAU,COVAU,COVA Acquisition Corp. Unit
NASDAQ:COVAW,COVAW,COVA Acquisition Corp. Warrants to purchase Class A ordinary shares
NASDAQ:COWN,COWN,Cowen Inc. Class A Common Stock
NASDAQ:COWNL,COWNL,Cowen Inc. 7.75% Senior Notes due 2033
NASDAQ:CP,CP,Canadian Pacific Railway Limited Common Stock
NASDAQ:CPA,CPA,Copa Holdings S.A. Copa Holdings S.A. Class A Common Stock
NASDAQ:CPAA,CPAA,Conyers Park III Acquisition Corp. Class A Common Stock
NASDAQ:CPAAU,CPAAU,Conyers Park III Acquisition Corp. Unit
NASDAQ:CPAAW,CPAAW,Conyers Park III Acquisition Corp. Warrants
NASDAQ:CPAC,CPAC,Cementos Pacasmayo S.A.A. American Depositary Shares (Each representing five Common Shares)
NASDAQ:CPAR,CPAR,Catalyst Partners Acquisition Corp. Class A Ordinary Share
NASDAQ:CPARU,CPARU,Catalyst Partners Acquisition Corp. Unit
NASDAQ:CPARW,CPARW,Catalyst Partners Acquisition Corp. Warrant
NASDAQ:CPB,CPB,Campbell Soup Company Common Stock
NASDAQ:CPE,CPE,Callon Petroleum Company Common Stock
NASDAQ:CPF,CPF,Central Pacific Financial Corp New
NASDAQ:CPG,CPG,Crescent Point Energy Corporation Ordinary Shares (Canada)
NASDAQ:CPHC,CPHC,Canterbury Park Holding Corporation 'New' Common Stock
NASDAQ:CPHI,CPHI,China Pharma Holdings Inc. Common Stock
NASDAQ:CPIX,CPIX,Cumberland Pharmaceuticals Inc. Common Stock
NASDAQ:CPK,CPK,Chesapeake Utilities Corporation Common Stock
NASDAQ:CPLG,CPLG,CorePoint Lodging Inc. Common Stock
NASDAQ:CPLP,CPLP,Capital Product Partners L.P. Common Units
NASDAQ:CPNG,CPNG,Coupang Inc. Class A Common Stock
NASDAQ:CPOP,CPOP,Pop Culture Group Co. Ltd Class A Ordinary Shares
NASDAQ:CPRI,CPRI,Capri Holdings Limited Ordinary Shares
NASDAQ:CPRT,CPRT,Copart Inc. (DE) Common Stock
NASDAQ:CPRX,CPRX,Catalyst Pharmaceuticals Inc. Common Stock
NASDAQ:CPS,CPS,Cooper-Standard Holdings Inc. Common Stock
NASDAQ:CPSH,CPSH,CPS Technologies Corp. Common Stock
NASDAQ:CPSI,CPSI,Computer Programs and Systems Inc. Common Stock
NASDAQ:CPSR,CPSR,Capstar Special Purpose Acquisition Corp. Class A Common Stock
NASDAQ:CPSS,CPSS,Consumer Portfolio Services Inc. Common Stock
NASDAQ:CPT,CPT,Camden Property Trust Common Stock
NASDAQ:CPTAG,CPTAG,Capitala Finance Corp. 5.75% Convertible Notes Due 2022
NASDAQ:CPTAL,CPTAL,Capitala Finance Corp. 6% Notes Due 2022
NASDAQ:CPTK,CPTK,Crown PropTech Acquisitions Class A Ordinary Shares
NASDAQ:CPUH,CPUH,Compute Health Acquisition Corp. Class A Common Stock
NASDAQ:CPZ,CPZ,Calamos Long/Short Equity & Dynamic Income Trust Common Stock
NASDAQ:CQP,CQP,Cheniere Energy Partners LP Cheniere Energy Partners LP Common Units
NASDAQ:CR,CR,Crane Co. Common Stock
NASDAQ:CRAI,CRAI,CRA International Inc. Common Stock
NASDAQ:CRBP,CRBP,Corbus Pharmaceuticals Holdings Inc. Common Stock
NASDAQ:CRBU,CRBU,Caribou Biosciences Inc. Common Stock
NASDAQ:CRC,CRC,California Resources Corporation Common Stock
NASDAQ:CRCT,CRCT,Cricut Inc. Class A Common Stock
NASDAQ:CRD/A,CRD/A,Crawford & Company
NASDAQ:CRD/B,CRD/B,Crawford & Company
NASDAQ:CRDF,CRDF,Cardiff Oncology Inc. Common Stock
NASDAQ:CRDL,CRDL,Cardiol Therapeutics Inc. Class A Common Shares
NASDAQ:CREG,CREG,China Recycling Energy Corporation Common Stock
NASDAQ:CRESW,CRESW,Cresud S.A.C.I.F. y A. Warrant
NASDAQ:CRESY,CRESY,Cresud S.A.C.I.F. y A. American Depositary Shares
NASDAQ:CREX,CREX,Creative Realities Inc. Common Stock
NASDAQ:CREXW,CREXW,Creative Realities Inc. Warrant
NASDAQ:CRF,CRF,Cornerstone Total Return Fund Inc. (The) Common Stock
NASDAQ:CRH,CRH,CRH PLC American Depositary Shares
NASDAQ:CRHC,CRHC,Cohn Robbins Holdings Corp. Class A Ordinary Shares
NASDAQ:CRI,CRI,Carter's Inc. Common Stock
NASDAQ:CRIS,CRIS,Curis Inc. Common Stock
NASDAQ:CRK,CRK,Comstock Resources Inc. Common Stock
NASDAQ:CRKN,CRKN,Crown Electrokinetics Corp. Common Stock
NASDAQ:CRL,CRL,Charles River Laboratories International Inc. Common Stock
NASDAQ:CRM,CRM,Salesforce.com Inc Common Stock
NASDAQ:CRMD,CRMD,CorMedix Inc. Common Stock
NASDAQ:CRMT,CRMT,America's Car-Mart Inc Common Stock
NASDAQ:CRNC,CRNC,Cerence Inc. Common Stock
NASDAQ:CRNT,CRNT,Ceragon Networks Ltd. Ordinary Shares
NASDAQ:CRNX,CRNX,Crinetics Pharmaceuticals Inc. Common Stock
NASDAQ:CRON,CRON,Cronos Group Inc. Common Share
NASDAQ:CROX,CROX,Crocs Inc. Common Stock
NASDAQ:CRS,CRS,Carpenter Technology Corporation Common Stock
NASDAQ:CRSP,CRSP,CRISPR Therapeutics AG Common Shares
NASDAQ:CRSR,CRSR,Corsair Gaming Inc. Common Stock
NASDAQ:CRT,CRT,Cross Timbers Royalty Trust Common Stock
NASDAQ:CRTD,CRTD,Creatd Inc. Common Stock
NASDAQ:CRTDW,CRTDW,Creatd Inc. Warrant
NASDAQ:CRTO,CRTO,Criteo S.A. American Depositary Shares
NASDAQ:CRTX,CRTX,Cortexyme Inc. Common Stock
NASDAQ:CRU,CRU,Crucible Acquisition Corporation Class A Common Stock
NASDAQ:CRUS,CRUS,Cirrus Logic Inc. Common Stock
NASDAQ:CRVL,CRVL,CorVel Corp. Common Stock
NASDAQ:CRVS,CRVS,Corvus Pharmaceuticals Inc. Common Stock
NASDAQ:CRWD,CRWD,CrowdStrike Holdings Inc. Class A Common Stock
NASDAQ:CRWS,CRWS,Crown Crafts Inc Common Stock
NASDAQ:CRXT,CRXT,Clarus Therapeutics Holdings Inc. Common Stock
NASDAQ:CRXTW,CRXTW,Clarus Therapeutics Holdings Inc. Warrants
NASDAQ:CRY,CRY,CryoLife Inc. Common Stock
NASDAQ:CRZN,CRZN,Corazon Capital V838 Monoceros Corp Class A Ordinary Shares
NASDAQ:CS,CS,Credit Suisse Group American Depositary Shares
NASDAQ:CSAN,CSAN,Cosan S.A. ADS
NASDAQ:CSBR,CSBR,Champions Oncology Inc. Common Stock
NASDAQ:CSCO,CSCO,Cisco Systems Inc. Common Stock (DE)
NASDAQ:CSCW,CSCW,Color Star Technology Co. Ltd. Ordinary Shares
NASDAQ:CSGP,CSGP,CoStar Group Inc. Common Stock
NASDAQ:CSGS,CSGS,CSG Systems International Inc. Common Stock
NASDAQ:CSII,CSII,Cardiovascular Systems Inc. Common Stock
NASDAQ:CSIQ,CSIQ,Canadian Solar Inc. Common Shares (BC)
NASDAQ:CSL,CSL,Carlisle Companies Incorporated Common Stock
NASDAQ:CSLT,CSLT,Castlight Health Inc. Class B Common Stock
NASDAQ:CSPI,CSPI,CSP Inc. Common Stock
NASDAQ:CSPR,CSPR,Casper Sleep Inc. Common Stock
NASDAQ:CSQ,CSQ,Calamos Strategic Total Return Common Stock
NASDAQ:CSR,CSR,D/B/A Centerspace Common Stock
NASDAQ:CSR^C,CSR^C,D/B/A Centerspace 6.625% Series C
NASDAQ:CSSE,CSSE,Chicken Soup for the Soul Entertainment Inc. Class A Common Stock
NASDAQ:CSSEN,CSSEN,Chicken Soup for the Soul Entertainment Inc. 9.50% Notes due 2025
NASDAQ:CSSEP,CSSEP,Chicken Soup for the Soul Entertainment Inc. 9.75% Series A Cumulative Redeemable Perpetual Preferred Stock
NASDAQ:CSTA,CSTA,Constellation Acquisition Corp I Class A Ordinary Shares
NASDAQ:CSTE,CSTE,Caesarstone Ltd. Ordinary Shares
NASDAQ:CSTL,CSTL,Castle Biosciences Inc. Common Stock
NASDAQ:CSTM,CSTM,Constellium SE Ordinary Shares (France)
NASDAQ:CSTR,CSTR,CapStar Financial Holdings Inc. Common Stock
NASDAQ:CSU,CSU,Capital Senior Living Corporation Common Stock
NASDAQ:CSV,CSV,Carriage Services Inc. Common Stock
NASDAQ:CSWC,CSWC,Capital Southwest Corporation Common Stock
NASDAQ:CSWI,CSWI,CSW Industrials Inc. Common Stock
NASDAQ:CSX,CSX,CSX Corporation Common Stock
NASDAQ:CTA^A,CTA^A,E.I. du Pont de Nemours and Company Preferred Stock
NASDAQ:CTA^B,CTA^B,E.I. du Pont de Nemours and Company Preferred Stock
NASDAQ:CTAQ,CTAQ,Carney Technology Acquisition Corp. II Class A Common Stock
NASDAQ:CTAQU,CTAQU,Carney Technology Acquisition Corp. II Units
NASDAQ:CTAQW,CTAQW,Carney Technology Acquisition Corp. II Warrant
NASDAQ:CTAS,CTAS,Cintas Corporation Common Stock
NASDAQ:CTBB,CTBB,Qwest Corporation 6.5% Notes due 2056
NASDAQ:CTBI,CTBI,Community Trust Bancorp Inc. Common Stock
NASDAQ:CTDD,CTDD,Qwest Corporation 6.75% Notes due 2057
NASDAQ:CTEK,CTEK,CynergisTek Inc. Common Stock
NASDAQ:CTG,CTG,Computer Task Group Inc. Common Stock
